,Descrição,Valor,Deputado,Data
2719,Passagens Aéreas,"5.391,31",SOLDADO NOELIO,01/11/2019
2720,Vale-Refeição e Vale-Alimentação,"4.815,00",SOLDADO NOELIO,01/11/2019
2721,Combustíveis e Lubrificantes Automotivos,"6.000,00",TIN GOMES,01/11/2019
2722,Convênio com Plano de Saúde,"6.121,03",TIN GOMES,01/11/2019
2723,Divulgação das Atividades Parlamentares,"3.400,00",TIN GOMES,01/11/2019
2724,Passagens Aéreas,"9.384,24",TIN GOMES,01/11/2019
2725,Serviços de Telecomunicações - Pacote de Dados,"1.927,15",TIN GOMES,01/11/2019
2726,Vale-Refeição e Vale-Alimentação,"4.815,00",TIN GOMES,01/11/2019
2727,Combustíveis e Lubrificantes Automotivos,"6.000,00",VITOR VALIM,01/11/2019
2728,Despesas de Teleprocessamento,"99,90",VITOR VALIM,01/11/2019
2729,Passagens Aéreas,"3.788,03",VITOR VALIM,01/11/2019
2730,Serviços de Telecomunicações - Pacote de Dados,"991,39",VITOR VALIM,01/11/2019
2731,Vale-Refeição e Vale-Alimentação,"3.852,00",VITOR VALIM,01/11/2019
2732,Combustíveis e Lubrificantes Automotivos,"6.000,00",WALTER CAVALCANTE,01/11/2019
2733,Despesas de Teleprocessamento,"1.000,00",WALTER CAVALCANTE,01/11/2019
2734,Divulgação das Atividades Parlamentares,"2.500,00",WALTER CAVALCANTE,01/11/2019
2735,Seguros em Geral,"46,86",WALTER CAVALCANTE,01/11/2019
2736,Serviços Técnicos Profissionais,"5.400,00",WALTER CAVALCANTE,01/11/2019
2737,Serviços de Comunicação em Geral,"11.505,83",WALTER CAVALCANTE,01/11/2019
2738,Serviços de Telecomunicações - Pacote de Dados,"2.380,83",WALTER CAVALCANTE,01/11/2019
2739,Vale-Refeição e Vale-Alimentação,"3.852,00",WALTER CAVALCANTE,01/11/2019
2740,Combustíveis e Lubrificantes Automotivos,"6.000,00",ADERLANIA NORONHA,01/12/2019
2741,Convênio com Plano de Saúde,"1.779,84",ADERLANIA NORONHA,01/12/2019
2742,Divulgação das Atividades Parlamentares,"6.600,00",ADERLANIA NORONHA,01/12/2019
2743,Passagens Terrestres,"119,16",ADERLANIA NORONHA,01/12/2019
2744,Serviços Técnicos Profissionais,"7.020,00",ADERLANIA NORONHA,01/12/2019
2745,Serviços de Telecomunicações - Pacote de Dados,"166,42",ADERLANIA NORONHA,01/12/2019
2746,Vale-Refeição e Vale-Alimentação,"4.815,00",ADERLANIA NORONHA,01/12/2019
2747,Combustíveis e Lubrificantes Automotivos,"2.500,00",ANDRE FERNANDES,01/12/2019
2748,Convênio com Plano de Saúde,"816,60",ANDRE FERNANDES,01/12/2019
2749,Despesas de Teleprocessamento,"104,00",ANDRE FERNANDES,01/12/2019
2750,Divulgação das Atividades Parlamentares,"2.000,00",ANDRE FERNANDES,01/12/2019
2751,Hospedagens,"1.366,47",ANDRE FERNANDES,01/12/2019
2752,Passagens Aéreas,"722,44",ANDRE FERNANDES,01/12/2019
2753,Serviços Técnicos Profissionais,"10.800,00",ANDRE FERNANDES,01/12/2019
2754,Serviços de Telecomunicações - Pacote de Dados,"1.383,01",ANDRE FERNANDES,01/12/2019
2755,Vale-Refeição e Vale-Alimentação,"4.815,00",ANDRE FERNANDES,01/12/2019
2756,Combustíveis e Lubrificantes Automotivos,"6.000,00",ANTONIO GRANJA,01/12/2019
2757,Convênio com Plano de Saúde,"3.391,08",ANTONIO GRANJA,01/12/2019
2758,Despesas de Teleprocessamento,"417,81",ANTONIO GRANJA,01/12/2019
2759,Divulgação das Atividades Parlamentares,"8.000,00",ANTONIO GRANJA,01/12/2019
2760,Locação de Veículos,"7.480,00",ANTONIO GRANJA,01/12/2019
2761,Serviços Técnicos Profissionais,"5.200,00",ANTONIO GRANJA,01/12/2019
2762,Vale-Refeição e Vale-Alimentação,"3.852,00",ANTONIO GRANJA,01/12/2019
2763,Combustíveis e Lubrificantes Automotivos,"6.000,00",AP. LUIZ HENRIQUE,01/12/2019
2764,Convênio com Plano de Saúde,"-50,00",AP. LUIZ HENRIQUE,01/12/2019
2765,Despesas de Teleprocessamento,"189,80",AP. LUIZ HENRIQUE,01/12/2019
2766,Divulgação das Atividades Parlamentares,"2.700,00",AP. LUIZ HENRIQUE,01/12/2019
2767,Locação de Veículos,"10.956,50",AP. LUIZ HENRIQUE,01/12/2019
2768,Vale-Refeição e Vale-Alimentação,"4.815,00",AP. LUIZ HENRIQUE,01/12/2019
2769,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUDIC MOTA,01/12/2019
2770,Convênio com Plano de Saúde,"1.381,49",AUDIC MOTA,01/12/2019
2771,Divulgação das Atividades Parlamentares,"8.650,00",AUDIC MOTA,01/12/2019
2772,Locação de Veículos,"12.240,00",AUDIC MOTA,01/12/2019
2773,Seguros em Geral,"504,04",AUDIC MOTA,01/12/2019
2774,Serviços Técnicos Profissionais,"29.200,00",AUDIC MOTA,01/12/2019
2775,Serviços de Telecomunicações - Pacote de Dados,"1.253,39",AUDIC MOTA,01/12/2019
2776,Vale-Refeição e Vale-Alimentação,"4.815,00",AUDIC MOTA,01/12/2019
2777,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUGUSTA BRITO,01/12/2019
2778,Convênio com Plano de Saúde,"2.725,16",AUGUSTA BRITO,01/12/2019
2779,Passagens Aéreas,"8.217,95",AUGUSTA BRITO,01/12/2019
2780,Serviços Técnicos Profissionais,"11.200,00",AUGUSTA BRITO,01/12/2019
2781,Vale-Refeição e Vale-Alimentação,"4.815,00",AUGUSTA BRITO,01/12/2019
2782,Combustíveis e Lubrificantes Automotivos,"6.000,00",BRUNO PEDROSA,01/12/2019
2783,Convênio com Plano de Saúde,"988,68",BRUNO PEDROSA,01/12/2019
2784,Divulgação das Atividades Parlamentares,"900,00",BRUNO PEDROSA,01/12/2019
2785,Serviços Técnicos Profissionais,"9.800,00",BRUNO PEDROSA,01/12/2019
2786,Vale-Refeição e Vale-Alimentação,"1.926,00",BRUNO PEDROSA,01/12/2019
2787,Combustíveis e Lubrificantes Automotivos,"5.300,00",CARLOS FELIPE,01/12/2019
2788,Divulgação das Atividades Parlamentares,"8.000,00",CARLOS FELIPE,01/12/2019
2789,Passagens Aéreas,"4.478,31",CARLOS FELIPE,01/12/2019
2790,Passagens Terrestres,"1.008,12",CARLOS FELIPE,01/12/2019
2791,Serviços Técnicos Profissionais,"14.200,00",CARLOS FELIPE,01/12/2019
2792,Serviços de Telecomunicações - Pacote de Dados,"3.476,63",CARLOS FELIPE,01/12/2019
2793,Vale-Refeição e Vale-Alimentação,"4.815,00",CARLOS FELIPE,01/12/2019
2794,Combustíveis e Lubrificantes Automotivos,"6.000,00",DANNIEL OLIVEIRA,01/12/2019
2795,Divulgação das Atividades Parlamentares,"12.900,00",DANNIEL OLIVEIRA,01/12/2019
2796,Hospedagens,"1.196,27",DANNIEL OLIVEIRA,01/12/2019
2797,Passagens Aéreas,"1.898,79",DANNIEL OLIVEIRA,01/12/2019
2798,Serviços Gráficos e Editoriais,"1.499,32",DANNIEL OLIVEIRA,01/12/2019
2799,Serviços Técnicos Profissionais,"8.280,00",DANNIEL OLIVEIRA,01/12/2019
2800,Serviços de Telecomunicações - Pacote de Dados,"301,60",DANNIEL OLIVEIRA,01/12/2019
2801,Vale-Refeição e Vale-Alimentação,"4.815,00",DANNIEL OLIVEIRA,01/12/2019
2802,Combustíveis e Lubrificantes Automotivos,"6.000,00",DAVID DURAND,01/12/2019
2803,Passagens Aéreas,"6.159,90",DAVID DURAND,01/12/2019
2804,Passagens Terrestres,"453,04",DAVID DURAND,01/12/2019
2805,Serviços Gráficos e Editoriais,"4.568,00",DAVID DURAND,01/12/2019
2806,Serviços Técnicos Profissionais,"19.800,00",DAVID DURAND,01/12/2019
2807,Vale-Refeição e Vale-Alimentação,"4.815,00",DAVID DURAND,01/12/2019
2808,Combustíveis e Lubrificantes Automotivos,"6.000,00",DELEGADO CAVALCANTE,01/12/2019
2809,Convênio com Plano de Saúde,"3.073,84",DELEGADO CAVALCANTE,01/12/2019
2810,Despesas de Teleprocessamento,"344,97",DELEGADO CAVALCANTE,01/12/2019
2811,Divulgação das Atividades Parlamentares,"1.600,00",DELEGADO CAVALCANTE,01/12/2019
2812,Hospedagens,"6.463,78",DELEGADO CAVALCANTE,01/12/2019
2813,Locação de Veículos,"8.200,00",DELEGADO CAVALCANTE,01/12/2019
2814,Passagens Aéreas,"23.543,82",DELEGADO CAVALCANTE,01/12/2019
2815,Serviços Gráficos e Editoriais,"16.631,00",DELEGADO CAVALCANTE,01/12/2019
2816,Serviços Técnicos Profissionais,"8.000,00",DELEGADO CAVALCANTE,01/12/2019
2817,Serviços de Telecomunicações - Pacote de Dados,"379,98",DELEGADO CAVALCANTE,01/12/2019
2818,Vale-Refeição e Vale-Alimentação,"4.815,00",DELEGADO CAVALCANTE,01/12/2019
2819,Assinaturas de Periódicos e Anuidades,"610,53",DR. SARTO,01/12/2019
2820,Combustíveis e Lubrificantes Automotivos,"6.000,00",DR. SARTO,01/12/2019
2821,Convênio com Plano de Saúde,"3.497,13",DR. SARTO,01/12/2019
2822,Divulgação das Atividades Parlamentares,"8.000,00",DR. SARTO,01/12/2019
2823,Locação de Veículos,"10.200,00",DR. SARTO,01/12/2019
2824,Serviços Gráficos e Editoriais,"15.228,50",DR. SARTO,01/12/2019
2825,Serviços Técnicos Profissionais,"27.800,00",DR. SARTO,01/12/2019
2826,Vale-Refeição e Vale-Alimentação,"3.852,00",DR. SARTO,01/12/2019
2827,Combustíveis e Lubrificantes Automotivos,"6.000,00",DRA SILVANA,01/12/2019
2828,Divulgação das Atividades Parlamentares,"8.500,00",DRA SILVANA,01/12/2019
2829,Serviços Gráficos e Editoriais,"493,92",DRA SILVANA,01/12/2019
2830,Vale-Refeição e Vale-Alimentação,"4.815,00",DRA SILVANA,01/12/2019
2831,Combustíveis e Lubrificantes Automotivos,"4.000,00",EDILARDO EUFRASIO,01/12/2019
2832,Divulgação das Atividades Parlamentares,"7.200,00",EDILARDO EUFRASIO,01/12/2019
2833,Passagens Aéreas,"6.698,96",EDILARDO EUFRASIO,01/12/2019
2834,Serviços Técnicos Profissionais,"8.000,00",EDILARDO EUFRASIO,01/12/2019
2835,Vale-Refeição e Vale-Alimentação,"2.889,00",EDILARDO EUFRASIO,01/12/2019
2836,Combustíveis e Lubrificantes Automotivos,"1.050,00",ELMANO,01/12/2019
2837,Divulgação das Atividades Parlamentares,"1.000,00",ELMANO,01/12/2019
2838,Locação de Veículos,"23.309,54",ELMANO,01/12/2019
2839,Serviços Gráficos e Editoriais,"29.088,00",ELMANO,01/12/2019
2840,Serviços Técnicos Profissionais,"8.000,00",ELMANO,01/12/2019
2841,Vale-Refeição e Vale-Alimentação,"2.648,25",ELMANO,01/12/2019
2842,Combustíveis e Lubrificantes Automotivos,"6.000,00",ERIKA AMORIM,01/12/2019
2843,Divulgação das Atividades Parlamentares,"10.250,00",ERIKA AMORIM,01/12/2019
2844,Passagens Aéreas,"244,02",ERIKA AMORIM,01/12/2019
2845,Serviços Gráficos e Editoriais,"14.209,72",ERIKA AMORIM,01/12/2019
2846,Serviços Técnicos Profissionais,"8.900,00",ERIKA AMORIM,01/12/2019
2847,Vale-Refeição e Vale-Alimentação,"4.815,00",ERIKA AMORIM,01/12/2019
2848,Combustíveis e Lubrificantes Automotivos,"6.000,00",EVANDRO LEITAO,01/12/2019
2849,ServiÃ§os GrÃ¡ficos e Editoriais,"4.559,10",EVANDRO LEITAO,01/12/2019
2850,Serviços Técnicos Profissionais,"35.400,00",EVANDRO LEITAO,01/12/2019
2851,Vale-Refeição e Vale-Alimentação,"3.852,00",EVANDRO LEITAO,01/12/2019
2852,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDA PESSOA,01/12/2019
2853,Despesas de Teleprocessamento,"550,00",FERNANDA PESSOA,01/12/2019
2854,Divulgação das Atividades Parlamentares,"9.600,00",FERNANDA PESSOA,01/12/2019
2855,Passagens Aéreas,"8.133,78",FERNANDA PESSOA,01/12/2019
2856,Serviços Técnicos Profissionais,"6.200,00",FERNANDA PESSOA,01/12/2019
2857,Vale-Refeição e Vale-Alimentação,"4.815,00",FERNANDA PESSOA,01/12/2019
2858,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDO HUGO,01/12/2019
2859,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDO HUGO,01/12/2019
2860,Passagens AÃ©reas,"15.273,98",FERNANDO HUGO,01/12/2019
2861,Serviços Técnicos Profissionais,"29.400,00",FERNANDO HUGO,01/12/2019
2862,Serviços de Telecomunicações - Pacote de Dados,"5.190,28",FERNANDO HUGO,01/12/2019
2863,Vale-Refeição e Vale-Alimentação,"1.926,00",FERNANDO HUGO,01/12/2019
2864,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDO SANTANA,01/12/2019
2865,Serviços Técnicos Profissionais,"19.400,00",FERNANDO SANTANA,01/12/2019
2866,Serviços de Telecomunicações - Pacote de Dados,"533,75",FERNANDO SANTANA,01/12/2019
2867,Vale-Refeição e Vale-Alimentação,"4.333,50",FERNANDO SANTANA,01/12/2019
2868,Assinaturas de Periódicos e Anuidades,"425,75",GUILHERME LANDIM,01/12/2019
2869,Combustíveis e Lubrificantes Automotivos,"6.000,00",GUILHERME LANDIM,01/12/2019
2870,Convênio com Plano de Saúde,"1.925,61",GUILHERME LANDIM,01/12/2019
2871,Despesas de Teleprocessamento,"134,99",GUILHERME LANDIM,01/12/2019
2872,Divulgação das Atividades Parlamentares,"7.600,00",GUILHERME LANDIM,01/12/2019
2873,Hospedagens,"571,02",GUILHERME LANDIM,01/12/2019
2874,Passagens Aéreas,"5.665,35",GUILHERME LANDIM,01/12/2019
2875,Passagens Terrestres,"640,17",GUILHERME LANDIM,01/12/2019
2876,Serviços Gráficos e Editoriais,"4.020,00",GUILHERME LANDIM,01/12/2019
2877,Serviços Técnicos Profissionais,"11.000,00",GUILHERME LANDIM,01/12/2019
2878,Serviços de Telecomunicações - Pacote de Dados,"1.379,40",GUILHERME LANDIM,01/12/2019
2879,Vale-Refeição e Vale-Alimentação,"4.815,00",GUILHERME LANDIM,01/12/2019
2880,Assinaturas de Periódicos e Anuidades,"1.206,33",HEITOR FERRER,01/12/2019
2881,Combustíveis e Lubrificantes Automotivos,"4.000,00",HEITOR FERRER,01/12/2019
2882,Convênio com Plano de Saúde,"3.941,37",HEITOR FERRER,01/12/2019
2883,Divulgação das Atividades Parlamentares,"1.500,00",HEITOR FERRER,01/12/2019
2884,Serviços Gráficos e Editoriais,"13.851,00",HEITOR FERRER,01/12/2019
2885,Serviços de Telecomunicações - Pacote de Dados,"2.258,42",HEITOR FERRER,01/12/2019
2886,Vale-Refeição e Vale-Alimentação,"4.812,11",HEITOR FERRER,01/12/2019
2887,Combustíveis e Lubrificantes Automotivos,"6.000,00",JEOVA MOTA,01/12/2019
2888,Divulgação das Atividades Parlamentares,"7.860,00",JEOVA MOTA,01/12/2019
2889,Serviços Técnicos Profissionais,"27.600,00",JEOVA MOTA,01/12/2019
2890,Vale-Refeição e Vale-Alimentação,"4.815,00",JEOVA MOTA,01/12/2019
2891,Combustíveis e Lubrificantes Automotivos,"6.000,00",JOAO JAIME,01/12/2019
2892,Divulgação das Atividades Parlamentares,"500,00",JOAO JAIME,01/12/2019
2893,Locação de Veículos,"2.380,00",JOAO JAIME,01/12/2019
2894,Passagens Aéreas,"10.772,26",JOAO JAIME,01/12/2019
2895,Serviços Técnicos Profissionais,"28.820,00",JOAO JAIME,01/12/2019
2896,Vale-Refeição e Vale-Alimentação,"3.852,00",JOAO JAIME,01/12/2019
2897,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO ARAUJO,01/12/2019
2898,Hospedagens,"1.101,47",LEONARDO ARAUJO,01/12/2019
2899,Serviços de Telecomunicações - Pacote de Dados,"119,80",LEONARDO ARAUJO,01/12/2019
2900,Vale-Refeição e Vale-Alimentação,"4.815,00",LEONARDO ARAUJO,01/12/2019
2901,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO PINHEIRO,01/12/2019
2902,Passagens Aéreas,"4.103,24",LEONARDO PINHEIRO,01/12/2019
2903,Serviços Técnicos Profissionais,"14.800,00",LEONARDO PINHEIRO,01/12/2019
2904,Vale-Refeição e Vale-Alimentação,"3.370,50",LEONARDO PINHEIRO,01/12/2019
2905,Combustíveis e Lubrificantes Automotivos,"6.000,00",MARCOS SOBREIRA,01/12/2019
2906,Divulgação das Atividades Parlamentares,"8.000,00",MARCOS SOBREIRA,01/12/2019
2907,Passagens Terrestres,"848,33",MARCOS SOBREIRA,01/12/2019
2908,Serviços Gráficos e Editoriais,"11.852,00",MARCOS SOBREIRA,01/12/2019
2909,Serviços Técnicos Profissionais,"25.000,00",MARCOS SOBREIRA,01/12/2019
2910,Serviços de Telecomunicações - Pacote de Dados,"328,10",MARCOS SOBREIRA,01/12/2019
2911,Vale-Refeição e Vale-Alimentação,"4.815,00",MARCOS SOBREIRA,01/12/2019
2912,Combustíveis e Lubrificantes Automotivos,"6.000,00",MOISES BRAZ,01/12/2019
2913,Convênio com Plano de Saúde,"1.901,72",MOISES BRAZ,01/12/2019
2914,Despesas de Teleprocessamento,"572,00",MOISES BRAZ,01/12/2019
2915,Divulgação das Atividades Parlamentares,"7.500,00",MOISES BRAZ,01/12/2019
2916,Locação de Veículos,"28.925,00",MOISES BRAZ,01/12/2019
2917,Serviços Gráficos e Editoriais,"15.254,00",MOISES BRAZ,01/12/2019
2918,Serviços Técnicos Profissionais,"8.000,00",MOISES BRAZ,01/12/2019
2919,Serviços de Telecomunicações - Pacote de Dados,"249,66",MOISES BRAZ,01/12/2019
2920,Vale-Refeição e Vale-Alimentação,"4.066,27",MOISES BRAZ,01/12/2019
2921,Combustíveis e Lubrificantes Automotivos,"6.000,00",NELINHO,01/12/2019
2922,Convênio com Plano de Saúde,"769,51",NELINHO,01/12/2019
2923,Despesas de Teleprocessamento,"911,91",NELINHO,01/12/2019
2924,Divulgação das Atividades Parlamentares,"8.000,00",NELINHO,01/12/2019
2925,Hospedagens,"375,83",NELINHO,01/12/2019
2926,Locação de Veículos,"5.100,00",NELINHO,01/12/2019
2927,Passagens Aéreas,"2.984,47",NELINHO,01/12/2019
2928,Serviços Gráficos e Editoriais,"4.871,00",NELINHO,01/12/2019
2929,Serviços de Telecomunicações - Pacote de Dados,"104,00",NELINHO,01/12/2019
2930,Vale-Refeição e Vale-Alimentação,"963,00",NELINHO,01/12/2019
2931,Divulgação das Atividades Parlamentares,"7.000,00",NEZINHO FARIAS,01/12/2019
2932,Locação de Veículos,"12.750,00",NEZINHO FARIAS,01/12/2019
2933,Serviços Técnicos Profissionais,"12.000,00",NEZINHO FARIAS,01/12/2019
2934,Serviços de Telecomunicações - Pacote de Dados,"1.465,71",NEZINHO FARIAS,01/12/2019
2935,Vale-Refeição e Vale-Alimentação,"4.815,00",NEZINHO FARIAS,01/12/2019
2936,Combustíveis e Lubrificantes Automotivos,"5.000,00",NIZO COSTA,01/12/2019
2937,Convênio com Plano de Saúde,"1.996,05",NIZO COSTA,01/12/2019
2938,Despesas de Teleprocessamento,"134,80",NIZO COSTA,01/12/2019
2939,Divulgação das Atividades Parlamentares,"5.000,00",NIZO COSTA,01/12/2019
2940,Locação de Veículos,"10.200,00",NIZO COSTA,01/12/2019
2941,Serviços Gráficos e Editoriais,"6.474,08",NIZO COSTA,01/12/2019
2942,Vale-Refeição e Vale-Alimentação,"4.718,70",NIZO COSTA,01/12/2019
2943,Combustíveis e Lubrificantes Automotivos,"6.000,00",ORIEL NUNES FILHO,01/12/2019
2944,Divulgação das Atividades Parlamentares,"8.000,00",ORIEL NUNES FILHO,01/12/2019
2945,Serviços Técnicos Profissionais,"10.200,00",ORIEL NUNES FILHO,01/12/2019
2946,Vale-Refeição e Vale-Alimentação,"4.815,00",ORIEL NUNES FILHO,01/12/2019
2947,Combustíveis e Lubrificantes Automotivos,"1.500,00",PATRICIA AGUIAR,01/12/2019
2948,Despesas de Teleprocessamento,"4.000,00",PATRICIA AGUIAR,01/12/2019
2949,Divulgação das Atividades Parlamentares,"8.000,00",PATRICIA AGUIAR,01/12/2019
2950,Serviços Técnicos Profissionais,"15.600,00",PATRICIA AGUIAR,01/12/2019
2951,Serviços de Telecomunicações,"1.611,55",PATRICIA AGUIAR,01/12/2019
2952,Vale-Refeição e Vale-Alimentação,"4.815,00",PATRICIA AGUIAR,01/12/2019
2953,Combustíveis e Lubrificantes Automotivos,"6.000,00",QUEIROZ FILHO,01/12/2019
2954,Convênio com Plano de Saúde,"1.529,97",QUEIROZ FILHO,01/12/2019
2955,Divulgação das Atividades Parlamentares,"5.000,00",QUEIROZ FILHO,01/12/2019
2956,Hospedagens,"3.749,53",QUEIROZ FILHO,01/12/2019
2957,Passagens Aéreas,"14.647,04",QUEIROZ FILHO,01/12/2019
2958,Serviços Gráficos e Editoriais,"15.683,06",QUEIROZ FILHO,01/12/2019
2959,Serviços de Telecomunicações - Pacote de Dados,"324,04",QUEIROZ FILHO,01/12/2019
2960,Vale-Refeição e Vale-Alimentação,"4.815,00",QUEIROZ FILHO,01/12/2019
2961,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/12/2019
2962,Convênio com Plano de Saúde,"841,42",RENATO ROSENO,01/12/2019
2963,Despesas de Teleprocessamento,"336,00",RENATO ROSENO,01/12/2019
2964,Hospedagens,"627,90",RENATO ROSENO,01/12/2019
2965,Locação de Veículos,"5.222,01",RENATO ROSENO,01/12/2019
2966,Passagens Aéreas,"5.865,79",RENATO ROSENO,01/12/2019
2967,Passagens Terrestres,"3.519,15",RENATO ROSENO,01/12/2019
2968,Serviços Gráficos e Editoriais,"35.528,80",RENATO ROSENO,01/12/2019
2969,Serviços de Telecomunicações - Pacote de Dados,"8.375,25",RENATO ROSENO,01/12/2019
2970,Vale-Refeição e Vale-Alimentação,"4.815,00",RENATO ROSENO,01/12/2019
2971,Combustíveis e Lubrificantes Automotivos,"6.000,00",ROMEU ALDIGUERI,01/12/2019
2972,Convênio com Plano de Saúde,"2.174,08",ROMEU ALDIGUERI,01/12/2019
2973,Divulgação das Atividades Parlamentares,"1.000,00",ROMEU ALDIGUERI,01/12/2019
2974,Serviços Técnicos Profissionais,"27.040,00",ROMEU ALDIGUERI,01/12/2019
2975,Vale-Refeição e Vale-Alimentação,"4.815,00",ROMEU ALDIGUERI,01/12/2019
2976,Assinaturas de Periódicos e Anuidades,"4.575,50",SALMITO,01/12/2019
2977,Combustíveis e Lubrificantes Automotivos,"6.000,00",SALMITO,01/12/2019
2978,Locação de Veículos,"19.890,00",SALMITO,01/12/2019
2979,Serviços Gráficos e Editoriais,"30.124,80",SALMITO,01/12/2019
2980,Serviços Técnicos Profissionais,"8.000,00",SALMITO,01/12/2019
2981,Serviços de Telecomunicações - Pacote de Dados,"27.840,00",SALMITO,01/12/2019
2982,Vale-Refeição e Vale-Alimentação,"4.815,00",SALMITO,01/12/2019
2983,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/12/2019
2984,Despesas de Teleprocessamento,"2.500,00",SERGIO AGUIAR,01/12/2019
2985,Divulgação das Atividades Parlamentares,"2.800,00",SERGIO AGUIAR,01/12/2019
2986,Passagens Aéreas,"4.978,20",SERGIO AGUIAR,01/12/2019
2987,Passagens Terrestres,"1.557,97",SERGIO AGUIAR,01/12/2019
2988,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/12/2019
2989,Serviços Técnicos Profissionais,"8.000,00",SERGIO AGUIAR,01/12/2019
2990,Serviços de Telecomunicações - Pacote de Dados,"1.354,82",SERGIO AGUIAR,01/12/2019
2991,Vale-Refeição e Vale-Alimentação,"4.815,00",SERGIO AGUIAR,01/12/2019
2992,Combustíveis e Lubrificantes Automotivos,"6.000,00",SOLDADO NOELIO,01/12/2019
2993,Divulgação das Atividades Parlamentares,"8.000,00",SOLDADO NOELIO,01/12/2019
2994,Hospedagens,"1.211,70",SOLDADO NOELIO,01/12/2019
2995,Locação de Veículos,"7.140,00",SOLDADO NOELIO,01/12/2019
